COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
merasakan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._790462	 israel <colloc span=-1>merasakan</colloc> <node>bahagia</node> yang dirasakan oleh rakyat as setelah tewasnya osama kata netanyahu
yang	bahagia	'1	corp_iNwsCrw2012_1M	stn._790462	 israel merasakan <node>bahagia</node> <colloc span=1>yang</colloc> dirasakan oleh rakyat as setelah tewasnya osama kata netanyahu
dirasakan	bahagia	'2	corp_iNwsCrw2012_1M	stn._790462	 israel merasakan <node>bahagia</node> yang <colloc span=2>dirasakan</colloc> oleh rakyat as setelah tewasnya osama kata netanyahu
oleh	bahagia	'3	corp_iNwsCrw2012_1M	stn._790462	 israel merasakan <node>bahagia</node> yang dirasakan <colloc span=3>oleh</colloc> rakyat as setelah tewasnya osama kata netanyahu
rakyat	bahagia	'4	corp_iNwsCrw2012_1M	stn._790462	 israel merasakan <node>bahagia</node> yang dirasakan oleh <colloc span=4>rakyat</colloc> as setelah tewasnya osama kata netanyahu
sosial	bahagia	'-4	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan <colloc span=-4>sosial</colloc> tak selalu menghadirkan <node>bahagia</node> bagi kebanyakan manusia
tak	bahagia	'-3	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan sosial <colloc span=-3>tak</colloc> selalu menghadirkan <node>bahagia</node> bagi kebanyakan manusia
selalu	bahagia	'-2	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan sosial tak <colloc span=-2>selalu</colloc> menghadirkan <node>bahagia</node> bagi kebanyakan manusia
menghadirkan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan sosial tak selalu <colloc span=-1>menghadirkan</colloc> <node>bahagia</node> bagi kebanyakan manusia
bagi	bahagia	'1	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan sosial tak selalu menghadirkan <node>bahagia</node> <colloc span=1>bagi</colloc> kebanyakan manusia
kebanyakan	bahagia	'2	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan sosial tak selalu menghadirkan <node>bahagia</node> bagi <colloc span=2>kebanyakan</colloc> manusia
manusia	bahagia	'3	corp_iNwsCrw2012_1M	stn._930923	melihat lebih ke dalam kehidupan sosial tak selalu menghadirkan <node>bahagia</node> bagi kebanyakan <colloc span=3>manusia</colloc>
dan	bahagia	'-4	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya <colloc span=-4>dan</colloc> tidak punya rasa <node>bahagia</node> atas apa yag diterimanya
tidak	bahagia	'-3	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan <colloc span=-3>tidak</colloc> punya rasa <node>bahagia</node> atas apa yag diterimanya
punya	bahagia	'-2	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan tidak <colloc span=-2>punya</colloc> rasa <node>bahagia</node> atas apa yag diterimanya
rasa	bahagia	'-1	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan tidak punya <colloc span=-1>rasa</colloc> <node>bahagia</node> atas apa yag diterimanya
atas	bahagia	'1	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan tidak punya rasa <node>bahagia</node> <colloc span=1>atas</colloc> apa yag diterimanya
apa	bahagia	'2	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan tidak punya rasa <node>bahagia</node> atas <colloc span=2>apa</colloc> yag diterimanya
yag	bahagia	'3	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan tidak punya rasa <node>bahagia</node> atas apa <colloc span=3>yag</colloc> diterimanya
diterimanya	bahagia	'4	corp_iNwsCrw2012_1M	stn._960917	maka orang yang demikian tidak pernah ada puas-puasnya dan tidak punya rasa <node>bahagia</node> atas apa yag <colloc span=4>diterimanya</colloc>
perasaan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._961068	 <colloc span=-1>perasaan</colloc> <node>bahagia</node> juga menyelimuti hati saya saat ini karena saya dapat terpilih menjadi ketua mpr 2009-2014
juga	bahagia	'1	corp_iNwsCrw2012_1M	stn._961068	 perasaan <node>bahagia</node> <colloc span=1>juga</colloc> menyelimuti hati saya saat ini karena saya dapat terpilih menjadi ketua mpr 2009-2014
menyelimuti	bahagia	'2	corp_iNwsCrw2012_1M	stn._961068	 perasaan <node>bahagia</node> juga <colloc span=2>menyelimuti</colloc> hati saya saat ini karena saya dapat terpilih menjadi ketua mpr 2009-2014
hati	bahagia	'3	corp_iNwsCrw2012_1M	stn._961068	 perasaan <node>bahagia</node> juga menyelimuti <colloc span=3>hati</colloc> saya saat ini karena saya dapat terpilih menjadi ketua mpr 2009-2014
saya	bahagia	'4	corp_iNwsCrw2012_1M	stn._961068	 perasaan <node>bahagia</node> juga menyelimuti hati <colloc span=4>saya</colloc> saat ini karena saya dapat terpilih menjadi ketua mpr 2009-2014
tak	bahagia	'-4	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya <colloc span=-4>tak</colloc> bisa menyembunyikan rasa <node>bahagia</node> yang terpancar dari wajahnya
bisa	bahagia	'-3	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak <colloc span=-3>bisa</colloc> menyembunyikan rasa <node>bahagia</node> yang terpancar dari wajahnya
menyembunyikan	bahagia	'-2	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak bisa <colloc span=-2>menyembunyikan</colloc> rasa <node>bahagia</node> yang terpancar dari wajahnya
rasa	bahagia	'-1	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak bisa menyembunyikan <colloc span=-1>rasa</colloc> <node>bahagia</node> yang terpancar dari wajahnya
yang	bahagia	'1	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak bisa menyembunyikan rasa <node>bahagia</node> <colloc span=1>yang</colloc> terpancar dari wajahnya
terpancar	bahagia	'2	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak bisa menyembunyikan rasa <node>bahagia</node> yang <colloc span=2>terpancar</colloc> dari wajahnya
dari	bahagia	'3	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak bisa menyembunyikan rasa <node>bahagia</node> yang terpancar <colloc span=3>dari</colloc> wajahnya
wajahnya	bahagia	'4	corp_iNwsCrw2012_1M	stn._999615	ia pun sepertinya tak bisa menyembunyikan rasa <node>bahagia</node> yang terpancar dari <colloc span=4>wajahnya</colloc>
memberikanmu	bahagia	'-3	corp_iWeb2011_300K	stn._3948	<colloc span=-3>memberikanmu</colloc> tawa dan <node>bahagia</node> yang tidak bisa kuberikan padamu
tawa	bahagia	'-2	corp_iWeb2011_300K	stn._3948	memberikanmu <colloc span=-2>tawa</colloc> dan <node>bahagia</node> yang tidak bisa kuberikan padamu
dan	bahagia	'-1	corp_iWeb2011_300K	stn._3948	memberikanmu tawa <colloc span=-1>dan</colloc> <node>bahagia</node> yang tidak bisa kuberikan padamu
yang	bahagia	'1	corp_iWeb2011_300K	stn._3948	memberikanmu tawa dan <node>bahagia</node> <colloc span=1>yang</colloc> tidak bisa kuberikan padamu
tidak	bahagia	'2	corp_iWeb2011_300K	stn._3948	memberikanmu tawa dan <node>bahagia</node> yang <colloc span=2>tidak</colloc> bisa kuberikan padamu
bisa	bahagia	'3	corp_iWeb2011_300K	stn._3948	memberikanmu tawa dan <node>bahagia</node> yang tidak <colloc span=3>bisa</colloc> kuberikan padamu
kuberikan	bahagia	'4	corp_iWeb2011_300K	stn._3948	memberikanmu tawa dan <node>bahagia</node> yang tidak bisa <colloc span=4>kuberikan</colloc> padamu
ke	bahagia	'-4	corp_iWeb2011_300K	stn._21730	rasa cinta yang dari detik <colloc span=-4>ke</colloc> detik meneteskan rasa <node>bahagia</node>
detik	bahagia	'-3	corp_iWeb2011_300K	stn._21730	rasa cinta yang dari detik ke <colloc span=-3>detik</colloc> meneteskan rasa <node>bahagia</node>
meneteskan	bahagia	'-2	corp_iWeb2011_300K	stn._21730	rasa cinta yang dari detik ke detik <colloc span=-2>meneteskan</colloc> rasa <node>bahagia</node>
rasa	bahagia	'-1	corp_iWeb2011_300K	stn._21730	rasa cinta yang dari detik ke detik meneteskan <colloc span=-1>rasa</colloc> <node>bahagia</node>
muncullah	bahagia	'-4	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian <colloc span=-4>muncullah</colloc> rasa syukur dan <node>bahagia</node> menikmati rahmat dan karunia allah swt
rasa	bahagia	'-3	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah <colloc span=-3>rasa</colloc> syukur dan <node>bahagia</node> menikmati rahmat dan karunia allah swt
syukur	bahagia	'-2	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah rasa <colloc span=-2>syukur</colloc> dan <node>bahagia</node> menikmati rahmat dan karunia allah swt
dan	bahagia	'-1	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah rasa syukur <colloc span=-1>dan</colloc> <node>bahagia</node> menikmati rahmat dan karunia allah swt
menikmati	bahagia	'1	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah rasa syukur dan <node>bahagia</node> <colloc span=1>menikmati</colloc> rahmat dan karunia allah swt
rahmat	bahagia	'2	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah rasa syukur dan <node>bahagia</node> menikmati <colloc span=2>rahmat</colloc> dan karunia allah swt
dan	bahagia	'3	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah rasa syukur dan <node>bahagia</node> menikmati rahmat <colloc span=3>dan</colloc> karunia allah swt
karunia	bahagia	'4	corp_iWeb2011_300K	stn._36270	biasanya dalam keadaan demikian muncullah rasa syukur dan <node>bahagia</node> menikmati rahmat dan <colloc span=4>karunia</colloc> allah swt
ingin	bahagia	'-4	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu <colloc span=-4>ingin</colloc> meninggalkannya saya memilih <node>bahagia</node> ades justitia dear diary 2 comments hidup adalah sebuah pilihan
meninggalkannya	bahagia	'-3	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin <colloc span=-3>meninggalkannya</colloc> saya memilih <node>bahagia</node> ades justitia dear diary 2 comments hidup adalah sebuah pilihan
saya	bahagia	'-2	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin meninggalkannya <colloc span=-2>saya</colloc> memilih <node>bahagia</node> ades justitia dear diary 2 comments hidup adalah sebuah pilihan
memilih	bahagia	'-1	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin meninggalkannya saya <colloc span=-1>memilih</colloc> <node>bahagia</node> ades justitia dear diary 2 comments hidup adalah sebuah pilihan
ades	bahagia	'1	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin meninggalkannya saya memilih <node>bahagia</node> <colloc span=1>ades</colloc> justitia dear diary 2 comments hidup adalah sebuah pilihan
justitia	bahagia	'2	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin meninggalkannya saya memilih <node>bahagia</node> ades <colloc span=2>justitia</colloc> dear diary 2 comments hidup adalah sebuah pilihan
dear	bahagia	'3	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin meninggalkannya saya memilih <node>bahagia</node> ades justitia <colloc span=3>dear</colloc> diary 2 comments hidup adalah sebuah pilihan
diary	bahagia	'4	corp_iWeb2011_300K	stn._49687	saya mencoba bersahabat dengan jakarta walaupun saya selalu ingin meninggalkannya saya memilih <node>bahagia</node> ades justitia dear <colloc span=4>diary</colloc> 2 comments hidup adalah sebuah pilihan
berdoa	bahagia	'-4	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai <colloc span=-4>berdoa</colloc> yaitu diliputi perasaan <node>bahagia</node> senang dan gembira
yaitu	bahagia	'-3	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai berdoa <colloc span=-3>yaitu</colloc> diliputi perasaan <node>bahagia</node> senang dan gembira
diliputi	bahagia	'-2	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai berdoa yaitu <colloc span=-2>diliputi</colloc> perasaan <node>bahagia</node> senang dan gembira
perasaan	bahagia	'-1	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai berdoa yaitu diliputi <colloc span=-1>perasaan</colloc> <node>bahagia</node> senang dan gembira
senang	bahagia	'1	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai berdoa yaitu diliputi perasaan <node>bahagia</node> <colloc span=1>senang</colloc> dan gembira
dan	bahagia	'2	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai berdoa yaitu diliputi perasaan <node>bahagia</node> senang <colloc span=2>dan</colloc> gembira
gembira	bahagia	'3	corp_iWeb2011_300K	stn._54020	seseorang yang berdoa dengan keyakinan penuh seperti ini akan terlihat ekspresi wajahnya usai berdoa yaitu diliputi perasaan <node>bahagia</node> senang dan <colloc span=3>gembira</colloc>
ada	bahagia	'-4	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan <colloc span=-4>ada</colloc> bodoh dan ada <node>bahagia</node> dan ada duka
bodoh	bahagia	'-3	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan ada <colloc span=-3>bodoh</colloc> dan ada <node>bahagia</node> dan ada duka
dan	bahagia	'-2	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan ada bodoh <colloc span=-2>dan</colloc> ada <node>bahagia</node> dan ada duka
ada	bahagia	'-1	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan ada bodoh dan <colloc span=-1>ada</colloc> <node>bahagia</node> dan ada duka
dan	bahagia	'1	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan ada bodoh dan ada <node>bahagia</node> <colloc span=1>dan</colloc> ada duka
ada	bahagia	'2	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan ada bodoh dan ada <node>bahagia</node> dan <colloc span=2>ada</colloc> duka
duka	bahagia	'3	corp_iWeb2011_300K	stn._67862	ada kaya dan ada miskin ada pintar dan ada bodoh dan ada <node>bahagia</node> dan ada <colloc span=3>duka</colloc>
mendorong	bahagia	'-4	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif <colloc span=-4>mendorong</colloc> otak menstimulasi perasaan <node>bahagia</node> sehingga dapat memperbaiki jaringan tubuh yang rusak
otak	bahagia	'-3	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong <colloc span=-3>otak</colloc> menstimulasi perasaan <node>bahagia</node> sehingga dapat memperbaiki jaringan tubuh yang rusak
menstimulasi	bahagia	'-2	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong otak <colloc span=-2>menstimulasi</colloc> perasaan <node>bahagia</node> sehingga dapat memperbaiki jaringan tubuh yang rusak
perasaan	bahagia	'-1	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong otak menstimulasi <colloc span=-1>perasaan</colloc> <node>bahagia</node> sehingga dapat memperbaiki jaringan tubuh yang rusak
sehingga	bahagia	'1	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong otak menstimulasi perasaan <node>bahagia</node> <colloc span=1>sehingga</colloc> dapat memperbaiki jaringan tubuh yang rusak
dapat	bahagia	'2	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong otak menstimulasi perasaan <node>bahagia</node> sehingga <colloc span=2>dapat</colloc> memperbaiki jaringan tubuh yang rusak
memperbaiki	bahagia	'3	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong otak menstimulasi perasaan <node>bahagia</node> sehingga dapat <colloc span=3>memperbaiki</colloc> jaringan tubuh yang rusak
jaringan	bahagia	'4	corp_iWeb2011_300K	stn._75414	penelitian university of wisconsin- madison as menunjukkan perasaan dan tingkat emosi positif mendorong otak menstimulasi perasaan <node>bahagia</node> sehingga dapat memperbaiki <colloc span=4>jaringan</colloc> tubuh yang rusak
keluh	bahagia	'-4	corp_iWeb2011_300K	stn._91867	<colloc span=-4>keluh</colloc> kesal sayang duka <node>bahagia</node> bercampur dalam romantika rumah tangga
kesal	bahagia	'-3	corp_iWeb2011_300K	stn._91867	keluh <colloc span=-3>kesal</colloc> sayang duka <node>bahagia</node> bercampur dalam romantika rumah tangga
sayang	bahagia	'-2	corp_iWeb2011_300K	stn._91867	keluh kesal <colloc span=-2>sayang</colloc> duka <node>bahagia</node> bercampur dalam romantika rumah tangga
duka	bahagia	'-1	corp_iWeb2011_300K	stn._91867	keluh kesal sayang <colloc span=-1>duka</colloc> <node>bahagia</node> bercampur dalam romantika rumah tangga
bercampur	bahagia	'1	corp_iWeb2011_300K	stn._91867	keluh kesal sayang duka <node>bahagia</node> <colloc span=1>bercampur</colloc> dalam romantika rumah tangga
dalam	bahagia	'2	corp_iWeb2011_300K	stn._91867	keluh kesal sayang duka <node>bahagia</node> bercampur <colloc span=2>dalam</colloc> romantika rumah tangga
romantika	bahagia	'3	corp_iWeb2011_300K	stn._91867	keluh kesal sayang duka <node>bahagia</node> bercampur dalam <colloc span=3>romantika</colloc> rumah tangga
rumah	bahagia	'4	corp_iWeb2011_300K	stn._91867	keluh kesal sayang duka <node>bahagia</node> bercampur dalam romantika <colloc span=4>rumah</colloc> tangga
yang	bahagia	'-4	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku <colloc span=-4>yang</colloc> selalu diliputi rasa <node>bahagia</node> cerita dewasa sahabat istriku
selalu	bahagia	'-3	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku yang <colloc span=-3>selalu</colloc> diliputi rasa <node>bahagia</node> cerita dewasa sahabat istriku
diliputi	bahagia	'-2	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku yang selalu <colloc span=-2>diliputi</colloc> rasa <node>bahagia</node> cerita dewasa sahabat istriku
rasa	bahagia	'-1	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku yang selalu diliputi <colloc span=-1>rasa</colloc> <node>bahagia</node> cerita dewasa sahabat istriku
cerita	bahagia	'1	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku yang selalu diliputi rasa <node>bahagia</node> <colloc span=1>cerita</colloc> dewasa sahabat istriku
dewasa	bahagia	'2	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku yang selalu diliputi rasa <node>bahagia</node> cerita <colloc span=2>dewasa</colloc> sahabat istriku
sahabat	bahagia	'3	corp_iWeb2011_300K	stn._146300	sudah hamper 3 tahun aku menikahi istriku yang selalu diliputi rasa <node>bahagia</node> cerita dewasa <colloc span=3>sahabat</colloc> istriku
